Layer,Code,Parent Account,Name,Type,,active,pending,state
Layer 5,24509003,24509,Interest Receivable on Secured Overdraft against Shares etc.,Interest Receivable Accounts,Interest Receivable on Retail Continuous Loans,True,False,approve
Layer 5,24509004,24509,Interest Receivable on MTB EDU Finance - Over Draft (Revolving),Interest Receivable Accounts,Interest Receivable on Retail Continuous Loans,True,False,approve
Layer 5,24509005,24509,Interest Receivable on MTB Cash Line <ROD>,Interest Receivable Accounts,Interest Receivable on Retail Continuous Loans,True,False,approve
Layer 5,24510001,24510,Interest Receivable on Corp Cash Credit Hypo,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510002,24510,Interest Receivable on SOD (Shares & Debentures) C&S,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510003,24510,Interest Receivable on SOD (FO) WBD C&S,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510004,24510,Interest Receivable on Secured Overdraft Work/ Supply Order C & S,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510005,24510,Interest Receivable on Secured Overdraft Pay Order C & S,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510006,24510,Interest Receivable on Secured Overdraft Real Estate C & S,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510007,24510,Interest Receivable on Secured Overdraft Business C & S,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510008,24510,Interest Receivable on Advance against Export Bill,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510009,24510,Interest Receivable on Advance against Import Bill,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510010,24510,Interest Receivable on Secured Overdraft (Others)-Business [C&S],Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510011,24510,Interest Receivable on Secured Overdraft (lP)-Business [C&S],Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24511001,24511,Interest Receivable on MTB SME Cash Credit Hypo,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24511002,24511,Interest Receivable on MTB Revolving Loan,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24511003,24511,Interest Receivable on MTB Microfinance Agri Revolving Loan,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24511004,24511,Interest Receivable on MTB Microfinance enterprise Revolving Loan,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24511005,24511,Interest Receivable on MTB Light Engineering Revolving Loan,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24511006,24511,Interest Receivable on MTB IT Genious Revolving Loan,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24511007,24511,Interest Receivable on MTB Krishijat Revolving Loan,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24512001,24512,Interest Receivable on Debit Balance in Liability Accounts,Interest Receivable Accounts,Interest Receivable on Other Loans & Assets,True,False,approve
Layer 5,24513001,24513,Interest Receivable on Foreign Cheque Purchased,Interest Receivable Accounts,Interest Receivable on Misc Demand Loans <C/S/R>,True,False,approve
Layer 5,24513002,24513,Interest Receivable on Inland Cheque Purchased,Interest Receivable Accounts,Interest Receivable on Misc Demand Loans <C/S/R>,True,False,approve
Layer 5,24514001,24514,Interest Receivable on PAD EDF Loan,Interest Receivable Accounts,Interest Receivable on C&S Continuous Loan (FC),True,False,approve
Layer 5,24515001,24515,Interest Receivable on Bill Discounting USD (OBU) Foreign,Interest Receivable Accounts,Interest Receivable on Bill Discounting/UPAS/ Buyer's Credit,True,False,approve
Layer 5,24515002,24515,Interest Receivable on UPAS/ Buyer's Credit USD (OBU),Interest Receivable Accounts,Interest Receivable on Bill Discounting/UPAS/ Buyer's Credit,True,False,approve
Layer 5,24515003,24515,Interest Receivable on Bill Discounting USD (OBU) Inland,Interest Receivable Accounts,Interest Receivable on Bill Discounting/UPAS/ Buyer's Credit,True,False,approve
Layer 5,24516001,24516,Interest Receivable <Miscellaneous-Legacy>,Interest Receivable Accounts,Interest Receivable <Miscellaneous>,True,False,approve
Layer 5,24601001,24601,Penal Interest Receivable on MTB Auto Loan,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601002,24601,Penal Interest Receivable on MTB Home Loan,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601003,24601,Penal Interest Receivable on MTB Home Equity Loan,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601004,24601,Penal Interest Receivable on MTB NRB Home Loan,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601005,24601,Penal Interest Receivable on MTB Neer,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601006,24601,Penal Interest Receivable on MTB Personal Loan,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601007,24601,Penal Interest Receivable on MTB Professional Loan,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601008,24601,Penal Interest Receivable on Consumer Financing,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601009,24601,Penal Interest Receivable on MTB EDU Finance (TL),Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601011,24601,Penal Interest Receivable on MTB Life Line,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601012,24601,Penal Interest Receivable on MTB Cash Line <RTL>,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601901,24601,Penal Interest Receivable on MTB Personal Loan <DST>,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601902,24601,Penal Interest Receivable on MTB Home Loan <DST>,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601903,24601,Penal Interest Receivable on MTB Home Equity Loan <DST>,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601904,24601,Penal Interest Receivable on Home Loan refinance,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24602001,24602,Penal Interest Receivable on Car Loan (Employee),Interest Receivable Accounts,Penal Interest Receivable on Staff Loans,True,False,approve
Layer 5,24602002,24602,Penal Interest Receivable on Employees House Building Loan,Interest Receivable Accounts,Penal Interest Receivable on Staff Loans,True,False,approve
Layer 5,24602003,24602,Penal Interest Receivable on Staff Loan Aganist Prov. Fund,Interest Receivable Accounts,Penal Interest Receivable on Staff Loans,True,False,approve
Layer 5,24602004,24602,Penal Interest Receivable on Staff Personal Loan,Interest Receivable Accounts,Penal Interest Receivable on Staff Loans,True,False,approve
Layer 5,24603001,24603,Lease Finance (Monthly) Rental receivables Penal,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603002,24603,Lease Finance (Quarterly) Rental receivables Penal,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603003,24603,Penal Interest Receivable on House Building Loan <Developer>,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603004,24603,Penal Interest Receivable on House Building Loan <Commercial>,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603005,24603,Penal Interest Receivable on Term Loan Non-Industrial,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603006,24603,Penal Interest Receivable on Term Loan Industrial,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603007,24603,Penal Interest Receivable on House Building Loan-Residential [C&S],Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603008,24603,Penal Interest Receivable on Term Loan-IPFF Fund,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603009,24603,Penal Interest Receivable on Term Loan-LTFF,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603010,24603,Penal Interest Receivable on Term Loan-by OBU USD,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24604001,24604,Penal Interest Receivable on MTB Digoon,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604002,24604,Penal Interest Receivable on Small Business Loan Scheme,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604003,24604,Penal Interest Receivable on MTB Life Line,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604004,24604,Penal Interest Receivable on MTB Krishi,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604005,24604,Penal Interest Receivable on MTB Inclusive Finance,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604006,24604,Penal Interest Receivable on MTB Bhagyaboti <Re-finance>,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604007,24604,Penal Interest Receivable on MTB Gunaboti <Pre-finance>,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604008,24604,Penal Interest Receivable on MTB Green Energy,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604009,24604,Penal Interest Receivable on MTB IT Geniuos,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604010,24604,Penal Interest Receivable on MTB Krishijat,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604011,24604,Penal Interest Receivable on MTB Light Engineering,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604013,24604,Penal Interest Receivable on MTB Youth Line,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24605001,24605,Penal Interest Receivable on Microfinance <Agri&Micro-TL>,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan <Agri & MF>,True,False,approve
Layer 5,24605002,24605,Penal Interest Receivable on Microfinance (Enterprise-TL),Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan <Agri & MF>,True,False,approve
Layer 5,24606001,24606,Penal Interest Receivable on Demand Loan General,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606002,24606,Penal Interest Receivable on Demand Loan Forced,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606003,24606,Penal Interest Receivable on Demand Loan Short Term,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606004,24606,Penal Interest Receivable on Demand Loan Time,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606005,24606,Penal Interest Receivable on Payment Aganist Document,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606006,24606,Penal Interest Receivable on Payment Against Document (B-to-B),Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606007,24606,Penal Interest Receivable on Inland Doc. Bill Purchased <Sight>,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606008,24606,Penal Interest Receivable on Inland Doc. Bill Discounted <Usance> C,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606010,24606,Penal Interest Receivable on Foreign D.B Purchased <Sight>,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606011,24606,Penal Interest Receivable on Foreign D.B Discounted <Usance>,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606013,24606,Penal Interest Receivable on Loan Against Trust Receipt,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606014,24606,Penal Interest Receivable on Cash Aganist Document DL,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606015,24606,Penal Interest Receivable on Demand Loan Garments,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606016,24606,Penal Interest Receivable on Packing Credit,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606017,24606,Penal Interest Receivable on Advance Against Cash Incentive,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606018,24606,Penal Interest Receivable on Secured Overdraft Genl Business DL,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24607001,24607,Penal Interest Receivable on EDF Loan <USD>,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan FC,True,False,approve
Layer 5,24608001,24608,Penal Interest Receivable on Demand Loans against Rural Credit,Interest Receivable Accounts,Penal Interest Receivable on SME Demand Loan,True,False,approve
